"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"409753","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-08 12:55:47","Ciudad Autónoma de Buenos Aires","02"
"409851","Comisaría","Masculino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-08 13:01:02","Ciudad Autónoma de Buenos Aires","02"
"409106","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-08 15:00:12","Ciudad Autónoma de Buenos Aires","02"
"409867","Comisaría","Femenino","No hay niñas/os","Física","46","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-08 17:20:48","Ciudad Autónoma de Buenos Aires","02"
"409869","Otro sobre un caso que no es violencia familiar","Femenino","Otro no familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-08 17:22:43","Ciudad Autónoma de Buenos Aires","02"
"409870","Víctima","Femenino","No hay niñas/os","Física","14","12 a 17 años","Femenino","2","1","Masculino","Herman@","No había móviles y/o Equipos para realizar la intervención","2018-12-08 17:26:42","Ciudad Autónoma de Buenos Aires","02"
"409871","Familiar de la víctima","Masculino","Madre","Física","13","12 a 17 años","Masculino","2","1","Masculino","Padre","No había móviles y/o Equipos para realizar la intervención","2018-12-08 17:35:38","Ciudad Autónoma de Buenos Aires","02"
"409872","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","2","Femenino","Otro conviviente","No había móviles y/o Equipos para realizar la intervención","2018-12-08 19:36:53","Ciudad Autónoma de Buenos Aires","02"
"409873","Comisaría","Femenino","Madre","Económica y física","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-08 19:39:48","Ciudad Autónoma de Buenos Aires","02"
"409874","Comisaría","Masculino","Otro no familiar","Física","31","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-08 22:44:36","Ciudad Autónoma de Buenos Aires","02"
"409875","Comisaría","Femenino","Otro no familiar","Física","43","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-09 00:39:00","Ciudad Autónoma de Buenos Aires","02"
"409876","Comisaría","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-09 00:53:19","Ciudad Autónoma de Buenos Aires","02"
"409877","Comisaría","Masculino","Otro no familiar","Física","31","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-09 02:13:07","Ciudad Autónoma de Buenos Aires","02"
"409878","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","4","1","Femenino","Madre","No había móviles y/o Equipos para realizar la intervención","2018-12-09 02:38:05","Ciudad Autónoma de Buenos Aires","02"
"409879","Comisaría","Masculino","No hay niñas/os","Psicológica","47","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-09 02:51:45","Ciudad Autónoma de Buenos Aires","02"
"409880","Hospital","Femenino","Otro no familiar","Física","12","12 a 17 años","Masculino","2","1","Masculino","Padre","No había móviles y/o Equipos para realizar la intervención","2018-12-09 07:43:31","Ciudad Autónoma de Buenos Aires","02"
"409881","Hospital","Femenino","Otro no familiar","Física","40","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-09 07:45:27","Ciudad Autónoma de Buenos Aires","02"
"409880","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-09 07:45:50","Ciudad Autónoma de Buenos Aires","02"
"409882","Comisaría","Masculino","Otro no familiar","Física","25","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Está interviniendo o se deriva a otra institución","2018-12-09 08:03:11","Ciudad Autónoma de Buenos Aires","02"
"409883","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-09 12:35:24","Ciudad Autónoma de Buenos Aires","02"
"409884","Comisaría","Femenino","Otro no familiar","Psicológica","3","1 a 5 años","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-09 13:19:04","Ciudad Autónoma de Buenos Aires","02"
"409874","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-09 13:25:45","Ciudad Autónoma de Buenos Aires","02"
"409874","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-09 13:28:15","Ciudad Autónoma de Buenos Aires","02"
"409885","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-09 13:34:48","Ciudad Autónoma de Buenos Aires","02"
"409883","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-09 14:34:54","Ciudad Autónoma de Buenos Aires","02"
"409886","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-09 16:11:27","Ciudad Autónoma de Buenos Aires","02"
"409887","Comisaría","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-09 16:50:04","Ciudad Autónoma de Buenos Aires","02"
"409888","Otro Particular","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-09 17:38:17","Ciudad Autónoma de Buenos Aires","02"
"409889","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-09 18:08:57","Ciudad Autónoma de Buenos Aires","02"
"409890","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-09 18:11:30","Ciudad Autónoma de Buenos Aires","02"
"409891","Comisaría","Masculino","Otro no familiar","Física","29","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-09 18:14:33","Ciudad Autónoma de Buenos Aires","02"
"409893","Víctima","Femenino","No hay niñas/os","Psicológica","57","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-10 00:14:56","Ciudad Autónoma de Buenos Aires","02"
"409894","Familiar de la víctima","Masculino","Padre","Psicológica","11","6 a 11 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-10 06:59:17","Ciudad Autónoma de Buenos Aires","02"
"409895","Familiar de la víctima","Femenino","Otro familiar","Psicológica","5","1 a 5 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-10 07:27:23","Ciudad Autónoma de Buenos Aires","02"
"409874","Comisaría","Femenino","Otro no familiar","Física","0","Sin datos","Femenino","0","0","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 07:53:20","Ciudad Autónoma de Buenos Aires","02"
"409898","Comisaría","Masculino","Otro no familiar","Física","35","30 a 39 años","Femenino","4","1","Masculino","Otro conviviente","Llamante solicitó información y/o orientación","2018-12-10 07:59:26","Ciudad Autónoma de Buenos Aires","02"
"409901","Comisaría","Masculino","Otro no familiar","Física","29","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 08:07:55","Ciudad Autónoma de Buenos Aires","02"
"409902","Comisaría","Masculino","No hay niñas/os","Física","28","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-10 08:12:06","Ciudad Autónoma de Buenos Aires","02"
"409903","Víctima","Femenino","No hay niñas/os","Física","45","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-10 08:17:33","Ciudad Autónoma de Buenos Aires","02"
"409904","Víctima","Femenino","Madre","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 09:43:28","Ciudad Autónoma de Buenos Aires","02"
"409905","Familiar de la víctima","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-12-10 10:13:03","Ciudad Autónoma de Buenos Aires","02"
"409757","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-10 10:53:19","Ciudad Autónoma de Buenos Aires","02"
"409874","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-10 10:56:42","Ciudad Autónoma de Buenos Aires","02"
"409906","Comisaría","Femenino","Madre","Psicológica","27","18 a 29 años","Masculino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-10 11:01:15","Ciudad Autónoma de Buenos Aires","02"
"409907","Víctima","Femenino","Madre","Psicológica","35","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-10 11:37:23","Ciudad Autónoma de Buenos Aires","02"
"408207","Otra Institución","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 12:22:06","Ciudad Autónoma de Buenos Aires","02"
"409874","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-10 12:36:17","Ciudad Autónoma de Buenos Aires","02"
"409908","Víctima","Femenino","No hay niñas/os","Física","63","Más de 60 años","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-12-10 12:53:17","Ciudad Autónoma de Buenos Aires","02"
"409909","Víctima","Femenino","Madre","Psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-10 13:23:44","Ciudad Autónoma de Buenos Aires","02"
"409911","Familiar de la víctima","Femenino","Otro familiar","Psicológica","9","6 a 11 años","Femenino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-10 13:56:47","Ciudad Autónoma de Buenos Aires","02"
"409918","Víctima","Femenino","Madre","Psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 14:49:31","Ciudad Autónoma de Buenos Aires","02"
"409921","Víctima","Femenino","Madre","Psicológica","48","40 a 49 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-10 15:05:14","Ciudad Autónoma de Buenos Aires","02"
"409937","Comisaría","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-10 17:25:27","Ciudad Autónoma de Buenos Aires","02"
"409945","Familiar de la víctima","Femenino","No hay niñas/os","Física","61","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 18:16:08","Ciudad Autónoma de Buenos Aires","02"
"409949","Comisaría","Femenino","No hay niñas/os","Psicológica","50","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-10 18:36:05","Ciudad Autónoma de Buenos Aires","02"
"409753","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-10 18:40:45","Ciudad Autónoma de Buenos Aires","02"
"409951","Otro sobre un caso que no es violencia familiar","Masculino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-10 18:41:17","Ciudad Autónoma de Buenos Aires","02"
"409952","Familiar de la víctima","Masculino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","2","NS/NC","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-10 18:43:02","Ciudad Autónoma de Buenos Aires","02"
"409954","Otro sobre un caso que no es violencia familiar","Masculino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-10 18:52:54","Ciudad Autónoma de Buenos Aires","02"
"409953","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-10 19:23:28","Ciudad Autónoma de Buenos Aires","02"
"409957","Víctima","Femenino","Madre","Psicológica","48","40 a 49 años","Femenino","3","1","Femenino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 19:54:01","Ciudad Autónoma de Buenos Aires","02"
"409961","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-10 22:57:37","Ciudad Autónoma de Buenos Aires","02"
"408684","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-10 23:30:53","Ciudad Autónoma de Buenos Aires","02"
"409962","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","19","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 23:38:54","Ciudad Autónoma de Buenos Aires","02"
"409945","Familiar de la víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-10 23:49:03","Ciudad Autónoma de Buenos Aires","02"
"409963","Víctima","Femenino","Madre","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-11 00:04:07","Ciudad Autónoma de Buenos Aires","02"
"409965","Otro Particular","Femenino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 00:21:08","Ciudad Autónoma de Buenos Aires","02"
"409966","Víctima","Femenino","Madre","Física","43","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 00:41:58","Ciudad Autónoma de Buenos Aires","02"
"409968","Víctima","Femenino","Madre","Psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-11 06:32:23","Ciudad Autónoma de Buenos Aires","02"
"409970","Comisaría","Femenino","Madre","Física","32","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 07:04:38","Ciudad Autónoma de Buenos Aires","02"
"409971","Comisaría","Masculino","Sin datos","Psicológica","33","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-11 07:06:29","Ciudad Autónoma de Buenos Aires","02"
"409966","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-11 07:11:38","Ciudad Autónoma de Buenos Aires","02"
"409972","Comisaría","Femenino","Padre","Física","43","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 07:20:17","Ciudad Autónoma de Buenos Aires","02"
"409973","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-11 07:21:28","Ciudad Autónoma de Buenos Aires","02"
"409974","Comisaría","Masculino","Sin datos","Física","69","Más de 60 años","Masculino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-11 07:40:38","Ciudad Autónoma de Buenos Aires","02"
"409977","Otro Particular","Femenino","No hay niñas/os","Económica y física","90","Más de 60 años","Femenino","1","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-11 10:25:07","Ciudad Autónoma de Buenos Aires","02"
"409978","Víctima","Femenino","Madre","Física","47","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 10:45:07","Ciudad Autónoma de Buenos Aires","02"
"409979","Víctima","Femenino","No hay niñas/os","Física","60","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-11 11:03:25","Ciudad Autónoma de Buenos Aires","02"
"409980","Otro sobre un caso que no es violencia familiar","Femenino","Otro familiar","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-11 11:59:06","Ciudad Autónoma de Buenos Aires","02"
"409981","Comisaría","Masculino","No hay niñas/os","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 13:02:48","Ciudad Autónoma de Buenos Aires","02"
"409982","Víctima","Femenino","Madre","Psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-11 13:49:55","Ciudad Autónoma de Buenos Aires","02"
"409983","Otro Particular","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2018-12-11 15:25:25","Ciudad Autónoma de Buenos Aires","02"
"360427","Víctima","Femenino","Madre","Física","29","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-11 18:15:22","Ciudad Autónoma de Buenos Aires","02"
"409745","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-11 18:27:07","Ciudad Autónoma de Buenos Aires","02"
"409985","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-11 19:25:46","Ciudad Autónoma de Buenos Aires","02"
"409989","Víctima","Femenino","Otro no familiar","Económica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-12 00:03:14","Ciudad Autónoma de Buenos Aires","02"
"409990","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-12 00:05:26","Ciudad Autónoma de Buenos Aires","02"
"409992","Comisaría","Masculino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","6","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-12 00:39:42","Ciudad Autónoma de Buenos Aires","02"
"409995","Comisaría","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-12 02:38:04","Ciudad Autónoma de Buenos Aires","02"
"409998","Comisaría","Femenino","Madre","Física","48","40 a 49 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-12 06:58:54","Ciudad Autónoma de Buenos Aires","02"
"410000","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-12 06:59:21","Ciudad Autónoma de Buenos Aires","02"
"410001","Víctima","Femenino","Sin datos","Psicológica","28","18 a 29 años","Femenino","1","1","Masculino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-12 11:53:13","Ciudad Autónoma de Buenos Aires","02"
"410002","Familiar de la víctima","Femenino","Otro familiar","Física","50","50 a 59 años","Masculino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-12 13:05:08","Ciudad Autónoma de Buenos Aires","02"
"410003","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-12 13:20:47","Ciudad Autónoma de Buenos Aires","02"
"410004","Otro Particular","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","2","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-12 13:47:15","Ciudad Autónoma de Buenos Aires","02"
"410020","Hospital","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","6","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2018-12-12 16:12:20","Ciudad Autónoma de Buenos Aires","02"
"410026","Comisaría","Masculino","Otro no familiar","Física","37","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-12 16:41:26","Ciudad Autónoma de Buenos Aires","02"
"410033","Comisaría","Masculino","Otro no familiar","Física","37","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-12 18:58:43","Ciudad Autónoma de Buenos Aires","02"
"410039","Víctima","Femenino","Madre","Física","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-12 21:47:48","Ciudad Autónoma de Buenos Aires","02"
"410042","Comisaría","Femenino","Madre","Física","23","18 a 29 años","Femenino","3","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2018-12-12 23:29:17","Ciudad Autónoma de Buenos Aires","02"
"410042","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-12 23:30:33","Ciudad Autónoma de Buenos Aires","02"
"410042","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-12 23:31:33","Ciudad Autónoma de Buenos Aires","02"
"410042","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-12 23:32:18","Ciudad Autónoma de Buenos Aires","02"
"410043","Comisaría","Masculino","Otro no familiar","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-13 00:18:01","Ciudad Autónoma de Buenos Aires","02"
"410046","Familiar de la víctima","Masculino","Padre","Psicológica","18","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-13 00:36:59","Ciudad Autónoma de Buenos Aires","02"
"410047","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","Se planificó intervención para otro momento","2018-12-13 00:37:57","Ciudad Autónoma de Buenos Aires","02"
"410049","Comisaría","Masculino","Otro no familiar","Psicológica","32","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-13 00:46:26","Ciudad Autónoma de Buenos Aires","02"
"410050","Comisaría","Femenino","Otro no familiar","Física","25","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-13 00:53:10","Ciudad Autónoma de Buenos Aires","02"
"410051","Comisaría","Masculino","Otro no familiar","Física","54","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-13 00:57:30","Ciudad Autónoma de Buenos Aires","02"
"410052","Familiar de la víctima","Masculino","Padre","Psicológica","10","6 a 11 años","Femenino","2","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-13 01:17:01","Ciudad Autónoma de Buenos Aires","02"
"410052","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-13 01:18:39","Ciudad Autónoma de Buenos Aires","02"
"410053","Vecina/o de la víctima","Femenino","Otro no familiar","Física","12","12 a 17 años","Femenino","1","1","Masculino","Padre","Está interviniendo o se deriva a otra institución","2018-12-13 01:20:13","Ciudad Autónoma de Buenos Aires","02"
"410054","Familiar de la víctima","Femenino","Otro familiar","Física","9","6 a 11 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-13 01:23:48","Ciudad Autónoma de Buenos Aires","02"
"410055","Víctima","Femenino","Madre","Física","41","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-13 02:14:24","Ciudad Autónoma de Buenos Aires","02"
"410056","Víctima","Femenino","Madre","Física","41","40 a 49 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-13 03:58:34","Ciudad Autónoma de Buenos Aires","02"
