"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"296887","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-24 22:15:00","Ciudad Autónoma de Buenos Aires","02"
"296888","Comisaría","Femenino","Otro no familiar","Física","23","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-25 00:45:00","Ciudad Autónoma de Buenos Aires","02"
"296889","Comisaría","Masculino","Otro no familiar","Física","41","40 a 49 años","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2019-04-25 02:00:00","Ciudad Autónoma de Buenos Aires","02"
"296890","Comisaría","Femenino","No hay niñas/os","Psicológica","68","Más de 60 años","Femenino","1","1","Masculino","Hij@","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-25 03:00:00","Ciudad Autónoma de Buenos Aires","02"
"296891","Otra Institución","Femenino","No hay niñas/os","Psicológica","68","Más de 60 años","Femenino","1","1","Masculino","Hij@","Se planificó intervención para otro momento","2019-04-25 07:00:00","Ciudad Autónoma de Buenos Aires","02"
"296892","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-25 04:00:00","Ciudad Autónoma de Buenos Aires","02"
"296893","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-25 07:30:00","Ciudad Autónoma de Buenos Aires","02"
"296894","Comisaría","Femenino","Otro no familiar","Física","35","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"296895","Comisaría","Femenino","Otro no familiar","Física","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-04-25 12:05:00","Ciudad Autónoma de Buenos Aires","02"
"296896","Comisaría","Femenino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-04-25 12:10:00","Ciudad Autónoma de Buenos Aires","02"
"296897","Comisaría","Masculino","Otro no familiar","Física","42","40 a 49 años","Masculino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-25 09:20:00","Ciudad Autónoma de Buenos Aires","02"
"296898","Otra Institución","Femenino","Otro no familiar","Física","69","Más de 60 años","Femenino","3","1","Femenino","Madre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-25 10:15:00","Ciudad Autónoma de Buenos Aires","02"
"296899","Comisaría","Masculino","No hay niñas/os","Física","39","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"296900","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-25 12:40:00","Ciudad Autónoma de Buenos Aires","02"
"296901","Víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296902","Víctima","Femenino","No hay niñas/os","Física","27","18 a 29 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-04-25 14:50:00","Ciudad Autónoma de Buenos Aires","02"
"296903","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-25 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296904","Familiar de la víctima","Masculino","No hay niñas/os","Psicológica","17","12 a 17 años","Femenino","0","0","NS/NC","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-25 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296905","Víctima","Femenino","No hay niñas/os","Psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 15:40:00","Ciudad Autónoma de Buenos Aires","02"
"296907","Otra Institución","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Hij@","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-25 16:50:00","Ciudad Autónoma de Buenos Aires","02"
"296908","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296909","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-25 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"296910","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Se planificó intervención para otro momento","2019-04-25 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"296911","Otra Institución","Femenino","Otro no familiar","Psicológica","38","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-25 17:35:00","Ciudad Autónoma de Buenos Aires","02"
"296912","Otro sobre un caso que no es violencia familiar","Masculino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-25 19:15:00","Ciudad Autónoma de Buenos Aires","02"
"296913","Comisaría","Femenino","Madre","Psicológica","46","40 a 49 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-25 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"296914","Comisaría","Femenino","Madre","Física","26","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-25 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"296915","Comisaría","Masculino","No hay niñas/os","Física","22","18 a 29 años","Masculino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-04-26 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"296916","Comisaría","Femenino","Otro no familiar","Física","52","50 a 59 años","Femenino","2","1","Masculino","Herman@","No había móviles y/o Equipos para realizar la intervención","2019-04-26 21:30:00","Ciudad Autónoma de Buenos Aires","02"
"296917","Comisaría","Masculino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-04-26 22:45:00","Ciudad Autónoma de Buenos Aires","02"
"296918","Comisaría","Femenino","No hay niñas/os","Física","42","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-26 05:30:00","Ciudad Autónoma de Buenos Aires","02"
"296919","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-26 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"296920","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-26 10:30:00","Ciudad Autónoma de Buenos Aires","02"
"296921","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-26 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"296922","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-26 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"296923","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-26 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296924","Comisaría","Masculino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-26 16:15:00","Ciudad Autónoma de Buenos Aires","02"
"296925","Familiar de la víctima","Masculino","Padre","Física","17","12 a 17 años","Femenino","2","2","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-26 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296926","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-26 17:30:00","Ciudad Autónoma de Buenos Aires","02"
"296927","Comisaría","Masculino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","1","2","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-26 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"296928","Víctima","Masculino","Padre","Psicológica","Sin Datos","Sin Datos","Masculino","3","1","Femenino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-26 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296929","Comisaría","Femenino","No hay niñas/os","Psicológica","48","40 a 49 años","Femenino","2","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-04-26 19:05:00","Ciudad Autónoma de Buenos Aires","02"
"296930","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Masculino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-27 21:15:00","Ciudad Autónoma de Buenos Aires","02"
"296931","Otro Particular","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-27 00:45:00","Ciudad Autónoma de Buenos Aires","02"
"296932","Comisaría","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-27 01:10:00","Ciudad Autónoma de Buenos Aires","02"
"296933","Otro sobre un caso que no es violencia familiar","Femenino","Padre","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-27 01:45:00","Ciudad Autónoma de Buenos Aires","02"
"296934","Comisaría","Femenino","No hay niñas/os","Física","24","18 a 29 años","Masculino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-27 00:30:00","Ciudad Autónoma de Buenos Aires","02"
"296935","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-27 04:30:00","Ciudad Autónoma de Buenos Aires","02"
"296936","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-27 10:30:00","Ciudad Autónoma de Buenos Aires","02"
"296937","Víctima","Masculino","No hay niñas/os","Física","25","18 a 29 años","Masculino","3","1","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-27 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"296938","Víctima","Femenino","No hay niñas/os","Psicológica","75","Más de 60 años","Femenino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-27 12:00:00","Ciudad Autónoma de Buenos Aires","02"
"296939","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-04-27 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"296940","Víctima","Femenino","No hay niñas/os","Física","66","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-27 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296941","Familiar de la víctima","Masculino","Padre","Psicológica","29","18 a 29 años","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-04-27 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"296942","Víctima","Femenino","No hay niñas/os","Psicológica","44","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-27 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"296943","Víctima","Femenino","No hay niñas/os","Psicológica","57","50 a 59 años","Femenino","1","1","Femenino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-27 18:20:00","Ciudad Autónoma de Buenos Aires","02"
"296944","Víctima","Femenino","No hay niñas/os","Física","60","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-27 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"296945","Comisaría","Femenino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Herman@","La víctima no aceptó la intervención de Equipos Móviles","2019-04-28 23:10:00","Ciudad Autónoma de Buenos Aires","02"
"296946","Hospital","Masculino","Otro no familiar","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 03:15:00","Ciudad Autónoma de Buenos Aires","02"
"296947","Otra Institución","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-04-28 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"296948","Comisaría","Femenino","Otro no familiar","Psicológica","25","18 a 29 años","Masculino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-28 03:30:00","Ciudad Autónoma de Buenos Aires","02"
"296949","Comisaría","Masculino","Otro no familiar","Física","35","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-28 04:40:00","Ciudad Autónoma de Buenos Aires","02"
"296950","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-28 05:00:00","Ciudad Autónoma de Buenos Aires","02"
"296951","Familiar de la víctima","Femenino","Madre","Psicológica","5","1 a 5 años","Femenino","1","1","Masculino","Padre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"296952","Otro sobre un caso que no es violencia familiar","Masculino","No hay niñas/os","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-28 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"296953","Comisaría","Masculino","Otro no familiar","Física","31","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-28 08:30:00","Ciudad Autónoma de Buenos Aires","02"
"296954","Vecina/o de la víctima","Masculino","Otro no familiar","Psicológica","5","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-04-28 11:45:00","Ciudad Autónoma de Buenos Aires","02"
"296955","Comisaría","Femenino","Otro no familiar","Física","26","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"296956","Comisaría","Masculino","Otro no familiar","Física","22","18 a 29 años","Masculino","1","2","Masculino","Herman@","No había móviles y/o Equipos para realizar la intervención","2019-04-28 12:40:00","Ciudad Autónoma de Buenos Aires","02"
"296957","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-28 10:30:00","Ciudad Autónoma de Buenos Aires","02"
"296958","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-28 13:35:00","Ciudad Autónoma de Buenos Aires","02"
"296959","Ns/Nc","NS/NC","Sin datos","Física","22","18 a 29 años","Masculino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-04-28 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"296960","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-28 15:20:00","Ciudad Autónoma de Buenos Aires","02"
"296961","Comisaría","Femenino","Otro no familiar","Física","32","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-28 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296962","Otra Institución","Femenino","No hay niñas/os","Física","28","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-04-28 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296963","Familiar de la víctima","Femenino","Otro familiar","Física","4","1 a 5 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-28 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296964","Familiar de la víctima","Masculino","Padre","Física","2","1 a 5 años","Masculino","1","1","Femenino","Madre","La víctima no aceptó la intervención de Equipos Móviles","2019-04-28 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"296965","Comisaría","Femenino","Otro no familiar","Física","32","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-04-28 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"296966","Comisaría","Femenino","Otro no familiar","Física","39","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-04-28 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"296967","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296968","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296969","Familiar de la víctima","Masculino","Hermana/o","Física","14","12 a 17 años","Masculino","2","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-28 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"296970","Comisaría","Masculino","Otro no familiar","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 21:15:00","Ciudad Autónoma de Buenos Aires","02"
"296971","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-28 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"296972","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-29 22:00:00","Ciudad Autónoma de Buenos Aires","02"
"296973","Comisaría","Femenino","No hay niñas/os","Física","28","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-29 00:20:00","Ciudad Autónoma de Buenos Aires","02"
"296974","Comisaría","Masculino","Otro no familiar","Física","26","18 a 29 años","Femenino","1","1","Femenino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-29 01:45:00","Ciudad Autónoma de Buenos Aires","02"
"296975","Comisaría","Masculino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-04-29 05:55:00","Ciudad Autónoma de Buenos Aires","02"
"296976","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-29 08:10:00","Ciudad Autónoma de Buenos Aires","02"
"296977","Otro Particular","Masculino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-29 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"296978","Víctima","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2019-04-29 11:05:00","Ciudad Autónoma de Buenos Aires","02"
"296979","Comisaría","Masculino","No hay niñas/os","Física","36","30 a 39 años","Femenino","2","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-04-29 13:00:00","Ciudad Autónoma de Buenos Aires","02"
"296980","Comisaría","Femenino","Otro no familiar","Física","36","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-29 12:40:00","Ciudad Autónoma de Buenos Aires","02"
"296981","Otro sobre un caso que no es violencia familiar","Masculino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-29 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"296982","Familiar de la víctima","Femenino","Otro familiar","Física","15","12 a 17 años","Masculino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-29 14:00:00","Ciudad Autónoma de Buenos Aires","02"
"296983","Víctima","Femenino","No hay niñas/os","Física","58","50 a 59 años","Femenino","1","1","Femenino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-29 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296984","Familiar de la víctima","Femenino","Otro familiar","Psicológica","55","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-29 14:35:00","Ciudad Autónoma de Buenos Aires","02"
"296985","Víctima","Femenino","No hay niñas/os","Física","31","30 a 39 años","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-29 15:20:00","Ciudad Autónoma de Buenos Aires","02"
"296986","Otra Institución","Femenino","Otro no familiar","Física","18","18 a 29 años","Femenino","1","1","Masculino","Padre","La víctima no aceptó la intervención de Equipos Móviles","2019-04-29 15:20:00","Ciudad Autónoma de Buenos Aires","02"
"296987","Otro sobre un caso que no es violencia familiar","Femenino","Otro familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-29 15:30:00","Ciudad Autónoma de Buenos Aires","02"
"296988","Comisaría","Masculino","No hay niñas/os","Física","19","18 a 29 años","Femenino","3","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-04-29 15:40:00","Ciudad Autónoma de Buenos Aires","02"
"296989","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-29 17:00:00","Ciudad Autónoma de Buenos Aires","02"
"296990","Familiar de la víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Masculino","2","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-29 15:40:00","Ciudad Autónoma de Buenos Aires","02"
"296991","Otra Institución","Femenino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-29 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296992","Vecina/o de la víctima","Femenino","Otro no familiar","Física","2","1 a 5 años","Masculino","1","1","Masculino","Otro conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-04-29 19:15:00","Ciudad Autónoma de Buenos Aires","02"
"296993","Otra Institución","Femenino","No hay niñas/os","Física","37","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-29 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296994","Comisaría","Masculino","Otro no familiar","Psicológica","68","Más de 60 años","Femenino","1","1","Masculino","Otro no conviviente","No había móviles y/o Equipos para realizar la intervención","2019-04-30 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"296995","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-04-30 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"296996","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-04-30 20:00:00","Ciudad Autónoma de Buenos Aires","02"
"296997","Comisaría","Femenino","Otro no familiar","Física","48","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-04-30 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"296998","Otro sobre un caso que no es violencia familiar","Masculino","Otro no familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-04-30 03:35:00","Ciudad Autónoma de Buenos Aires","02"
"296999","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-04-30 08:10:00","Ciudad Autónoma de Buenos Aires","02"
"297000","Vecina/o de la víctima","Femenino","Otro no familiar","No es un caso de Vio","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-04-30 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"297001","Comisaría","Femenino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-30 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"297002","Comisaría","Masculino","Madre","Física","19","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-04-30 13:20:00","Ciudad Autónoma de Buenos Aires","02"
