"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"417429","Comisaría","Femenino","Madre","Física","25","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-18 23:44:36","Ciudad Autónoma de Buenos Aires","02"
"417430","Comisaría","Femenino","Otro no familiar","Psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-19 07:37:00","Ciudad Autónoma de Buenos Aires","02"
"417431","Comisaría","Masculino","No hay niñas/os","Física","69","Más de 60 años","Masculino","1","1","Femenino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-19 07:38:59","Ciudad Autónoma de Buenos Aires","02"
"417424","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-19 08:16:14","Ciudad Autónoma de Buenos Aires","02"
"417387","Víctima","Femenino","NS/NC","Física","Sin Datos","Sin Datos","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-07-19 12:27:15","Ciudad Autónoma de Buenos Aires","02"
"417345","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-19 13:24:10","Ciudad Autónoma de Buenos Aires","02"
"417436","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-19 13:25:40","Ciudad Autónoma de Buenos Aires","02"
"417437","Familiar","Femenino","No hay niñas/os","Física","80","Más de 60 años","Femenino","1","1","Femenino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-19 16:35:04","Ciudad Autónoma de Buenos Aires","02"
"362101","Víctima","Femenino","Madre","Psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-19 17:28:54","Ciudad Autónoma de Buenos Aires","02"
"417439","Víctima","Femenino","No hay niñas/os","Psicológica","96","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-07-19 17:56:03","Ciudad Autónoma de Buenos Aires","02"
"417387","Víctima","Femenino","Madre","Física","30","30 a 39 años","Femenino","1","1","Masculino","Otro conviviente","Llamante solicitó información y/o orientación","2019-07-19 17:56:45","Ciudad Autónoma de Buenos Aires","02"
"359994","Víctima","Femenino","NS/NC","Física","86","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-19 18:06:32","Ciudad Autónoma de Buenos Aires","02"
"416845","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-19 18:13:53","Ciudad Autónoma de Buenos Aires","02"
"257493","Comisaría","Femenino","Otro no familiar","Psicológica","40","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-19 19:11:36","Ciudad Autónoma de Buenos Aires","02"
"417440","Comisaría","Femenino","Otro no familiar","Física","36","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-19 19:47:45","Ciudad Autónoma de Buenos Aires","02"
"417441","Comisaría","Femenino","Otro no familiar","Física","37","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-19 22:10:26","Ciudad Autónoma de Buenos Aires","02"
"361766","Víctima","Femenino","No hay niñas/os","Psicológica","73","Más de 60 años","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-07-19 22:40:22","Ciudad Autónoma de Buenos Aires","02"
"417443","Víctima","Masculino","No hay niñas/os","Física","25","18 a 29 años","Masculino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-20 00:11:31","Ciudad Autónoma de Buenos Aires","02"
"181581","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-20 00:47:12","Ciudad Autónoma de Buenos Aires","02"
"413588","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-20 01:29:04","Ciudad Autónoma de Buenos Aires","02"
"290830","Comisaría","Femenino","Madre","Física","34","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-20 03:17:41","Ciudad Autónoma de Buenos Aires","02"
"290830","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-20 07:33:00","Ciudad Autónoma de Buenos Aires","02"
"417448","Otro Institucional","Femenino","Otro no familiar","Psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2019-07-20 12:36:52","Ciudad Autónoma de Buenos Aires","02"
"417456","Víctima","Masculino","No hay niñas/os","Física","25","18 a 29 años","Masculino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-20 13:28:54","Ciudad Autónoma de Buenos Aires","02"
"417459","Víctima","Femenino","Madre","Psicológica","37","30 a 39 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-20 17:58:46","Ciudad Autónoma de Buenos Aires","02"
"417460","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-20 18:06:48","Ciudad Autónoma de Buenos Aires","02"
"417461","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-07-20 18:27:50","Ciudad Autónoma de Buenos Aires","02"
"417463","Víctima","Femenino","Madre","Psicológica","50","50 a 59 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-20 22:17:33","Ciudad Autónoma de Buenos Aires","02"
"417464","Comisaría","Femenino","Otro no familiar","Física","39","30 a 39 años","Femenino","5","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-21 00:14:45","Ciudad Autónoma de Buenos Aires","02"
"417466","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-21 02:19:10","Ciudad Autónoma de Buenos Aires","02"
"417468","Comisaría","Femenino","No hay niñas/os","Psicológica","56","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-07-21 05:30:53","Ciudad Autónoma de Buenos Aires","02"
"140407","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Está interviniendo o se deriva a otra institución","2019-07-21 07:24:47","Ciudad Autónoma de Buenos Aires","02"
"140407","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Está interviniendo o se deriva a otra institución","2019-07-21 07:29:01","Ciudad Autónoma de Buenos Aires","02"
"417472","Víctima","Femenino","Madre","Sexual","22","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-21 07:56:05","Ciudad Autónoma de Buenos Aires","02"
"417473","Víctima","Femenino","Madre","Económica y Física","29","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-21 09:09:16","Ciudad Autónoma de Buenos Aires","02"
"417474","Víctima","Femenino","Madre","Física","29","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-07-21 09:55:26","Ciudad Autónoma de Buenos Aires","02"
"417475","Víctima","Femenino","NS/NC","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-21 12:43:29","Ciudad Autónoma de Buenos Aires","02"
"417474","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-21 12:46:08","Ciudad Autónoma de Buenos Aires","02"
"417441","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-07-21 13:07:51","Ciudad Autónoma de Buenos Aires","02"
"417479","Comisaría","Femenino","No hay niñas/os","Física","33","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-07-21 13:23:14","Ciudad Autónoma de Buenos Aires","02"
"417480","Víctima","Femenino","Hermana/o","Física","17","12 a 17 años","Femenino","5","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-21 16:46:38","Ciudad Autónoma de Buenos Aires","02"
"417481","Comisaría","Femenino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-21 16:50:43","Ciudad Autónoma de Buenos Aires","02"
"417482","Víctima","Femenino","No hay niñas/os","Física","31","30 a 39 años","Femenino","1","2","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-21 16:54:26","Ciudad Autónoma de Buenos Aires","02"
"417154","Víctima","Masculino","No hay niñas/os","Física","63","Más de 60 años","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-21 17:48:55","Ciudad Autónoma de Buenos Aires","02"
"417486","Víctima","Masculino","NS/NC","Física","13","12 a 17 años","Masculino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-21 22:22:53","Ciudad Autónoma de Buenos Aires","02"
"417486","Víctima","Masculino","NS/NC","Física","13","12 a 17 años","Masculino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-21 22:36:32","Ciudad Autónoma de Buenos Aires","02"
"417485","Comisaría","Masculino","Padre","Física","17","12 a 17 años","Masculino","1","1","Femenino","Madre","La víctima no aceptó la intervención de Equipos Móviles","2019-07-21 22:39:20","Ciudad Autónoma de Buenos Aires","02"
"417487","Víctima","Femenino","No hay niñas/os","Física","52","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 00:38:57","Ciudad Autónoma de Buenos Aires","02"
"343669","Comisaría","Femenino","Madre","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-07-22 00:54:41","Ciudad Autónoma de Buenos Aires","02"
"417493","Víctima","Femenino","Madre","Psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-22 01:47:43","Ciudad Autónoma de Buenos Aires","02"
"417494","Comisaría","Femenino","Madre","Psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-22 02:22:22","Ciudad Autónoma de Buenos Aires","02"
"417461","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 09:26:07","Ciudad Autónoma de Buenos Aires","02"
"417495","Víctima","Femenino","No hay niñas/os","Física","33","30 a 39 años","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2019-07-22 09:56:48","Ciudad Autónoma de Buenos Aires","02"
"417497","Comisaría","Femenino","No hay niñas/os","Física","50","50 a 59 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-07-22 11:08:46","Ciudad Autónoma de Buenos Aires","02"
"417495","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 11:09:31","Ciudad Autónoma de Buenos Aires","02"
"417498","Comisaría","Femenino","NS/NC","Física","33","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-22 11:59:03","Ciudad Autónoma de Buenos Aires","02"
"417495","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 13:01:42","Ciudad Autónoma de Buenos Aires","02"
"417501","Víctima","Femenino","No hay niñas/os","Física","47","40 a 49 años","Femenino","1","1","NS/NC","NS/NC","No había móviles y/o Equipos para realizar la intervención","2019-07-22 13:13:07","Ciudad Autónoma de Buenos Aires","02"
"417502","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","4","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2019-07-22 13:18:10","Ciudad Autónoma de Buenos Aires","02"
"417502","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 13:21:20","Ciudad Autónoma de Buenos Aires","02"
"417503","Familiar","Masculino","Padre","Psicológica","10","6 a 11 años","Masculino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-22 15:47:31","Ciudad Autónoma de Buenos Aires","02"
"417506","Comisaría","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-22 17:55:10","Ciudad Autónoma de Buenos Aires","02"
"417507","Víctima","Femenino","Hermana/o","Física","15","12 a 17 años","Femenino","3","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-07-22 17:59:00","Ciudad Autónoma de Buenos Aires","02"
"417508","Familiar","Femenino","Madre","Física","12","12 a 17 años","Femenino","1","0","NS/NC","NS/NC","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-22 18:33:06","Ciudad Autónoma de Buenos Aires","02"
"417509","Otro/a Particular","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-22 18:36:17","Ciudad Autónoma de Buenos Aires","02"
"417510","Comisaría","Femenino","Madre","Física","30","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 18:45:01","Ciudad Autónoma de Buenos Aires","02"
"150860","Comisaría","Femenino","Otro no familiar","Física","35","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-22 19:59:36","Ciudad Autónoma de Buenos Aires","02"
"417510","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-22 20:38:05","Ciudad Autónoma de Buenos Aires","02"
"417512","Comisaría","Femenino","Otro no familiar","Física","19","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-22 21:37:31","Ciudad Autónoma de Buenos Aires","02"
"417513","Víctima","Masculino","No hay niñas/os","Psicológica","17","12 a 17 años","Masculino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-22 23:12:59","Ciudad Autónoma de Buenos Aires","02"
"417515","Víctima","Femenino","Madre","Física","32","30 a 39 años","Femenino","3","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-07-23 00:45:15","Ciudad Autónoma de Buenos Aires","02"
"374339","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-23 04:32:20","Ciudad Autónoma de Buenos Aires","02"
"417515","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-23 08:59:45","Ciudad Autónoma de Buenos Aires","02"
"417510","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-23 09:02:33","Ciudad Autónoma de Buenos Aires","02"
"122857","Comisaría","Femenino","Otro no familiar","Física","28","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-23 11:23:24","Ciudad Autónoma de Buenos Aires","02"
"417517","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","35","30 a 39 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-23 11:32:10","Ciudad Autónoma de Buenos Aires","02"
"417518","Hospital","Femenino","No hay niñas/os","Física","36","30 a 39 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-23 11:32:31","Ciudad Autónoma de Buenos Aires","02"
"374339","Otro Institucional","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-23 12:35:28","Ciudad Autónoma de Buenos Aires","02"
"417519","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2019-07-23 12:41:07","Ciudad Autónoma de Buenos Aires","02"
"417520","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-23 13:34:12","Ciudad Autónoma de Buenos Aires","02"
"417521","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Femenino","4","1","Masculino","Herman@","No había móviles y/o Equipos para realizar la intervención","2019-07-23 17:04:27","Ciudad Autónoma de Buenos Aires","02"
"417522","Víctima","Femenino","No hay niñas/os","Psicológica","62","Más de 60 años","Femenino","1","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2019-07-23 17:12:37","Ciudad Autónoma de Buenos Aires","02"
"414625","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-07-23 19:01:09","Ciudad Autónoma de Buenos Aires","02"
"417524","Hospital","Femenino","No hay niñas/os","Psicológica","59","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-07-23 19:30:43","Ciudad Autónoma de Buenos Aires","02"
"417524","Hospital","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-23 20:31:50","Ciudad Autónoma de Buenos Aires","02"
"417524","Hospital","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-23 21:03:13","Ciudad Autónoma de Buenos Aires","02"
"417510","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2019-07-23 22:31:26","Ciudad Autónoma de Buenos Aires","02"
"417527","Víctima","Femenino","Madre","Económica y Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-24 00:05:54","Ciudad Autónoma de Buenos Aires","02"
"417528","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2019-07-24 00:08:31","Ciudad Autónoma de Buenos Aires","02"
"417529","Comisaría","Femenino","No hay niñas/os","Física","18","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-24 00:13:02","Ciudad Autónoma de Buenos Aires","02"
"417530","Comisaría","Femenino","Otro no familiar","Física","36","30 a 39 años","Femenino","4","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-24 00:23:26","Ciudad Autónoma de Buenos Aires","02"
"417211","Víctima","Femenino","No hay niñas/os","Física","51","50 a 59 años","Femenino","1","4","Masculino","Herman@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-24 11:44:40","Ciudad Autónoma de Buenos Aires","02"
"417515","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-24 12:13:55","Ciudad Autónoma de Buenos Aires","02"
"417537","Comisaría","Femenino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-24 16:33:43","Ciudad Autónoma de Buenos Aires","02"
"417537","Profesionales PVCV","NS/NC","NS/NC","No es un caso de violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","NS/NC","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-24 16:44:11","Ciudad Autónoma de Buenos Aires","02"
"417542","Víctima","Femenino","No hay niñas/os","Psicológica","52","50 a 59 años","Femenino","1","1","Femenino","Pareja de la madre/padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-24 17:58:27","Ciudad Autónoma de Buenos Aires","02"
"417543","Familiar","Masculino","No hay niñas/os","Psicológica","89","Más de 60 años","Masculino","1","1","Femenino","Otro conviviente","Llamante solicitó información y/o orientación","2019-07-24 18:31:53","Ciudad Autónoma de Buenos Aires","02"
"417546","Comisaría","Femenino","Otro familiar","Física","40","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-24 23:11:56","Ciudad Autónoma de Buenos Aires","02"
"417547","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-24 23:57:20","Ciudad Autónoma de Buenos Aires","02"
"417549","Comisaría","Femenino","Otro no familiar","Física","55","50 a 59 años","Femenino","1","1","Masculino","Otro conviviente","La víctima no aceptó la intervención de Equipos Móviles","2019-07-25 01:07:08","Ciudad Autónoma de Buenos Aires","02"
"417550","Comisaría","Femenino","Otro no familiar","Física","35","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-25 01:10:27","Ciudad Autónoma de Buenos Aires","02"
"417552","Comisaría","Femenino","No hay niñas/os","Psicológica","40","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-25 07:18:25","Ciudad Autónoma de Buenos Aires","02"
"417554","Familiar","Masculino","NS/NC","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-25 12:24:01","Ciudad Autónoma de Buenos Aires","02"
"417556","Hospital","Femenino","No hay niñas/os","Física","31","30 a 39 años","Femenino","1","1","Transgénero","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-25 12:38:44","Ciudad Autónoma de Buenos Aires","02"
"345879","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-07-25 13:36:14","Ciudad Autónoma de Buenos Aires","02"
"417557","Comisaría","Femenino","Otro no familiar","Psicológica","31","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-07-25 14:05:55","Ciudad Autónoma de Buenos Aires","02"
"417560","Víctima","Femenino","No hay niñas/os","Psicológica","55","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-07-25 16:22:50","Ciudad Autónoma de Buenos Aires","02"
"417566","Comisaría","Femenino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-07-26 05:22:48","Ciudad Autónoma de Buenos Aires","02"
"417570","Víctima","Femenino","No hay niñas/os","Psicológica","65","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-07-26 12:08:45","Ciudad Autónoma de Buenos Aires","02"
"222340","Víctima","Femenino","No hay niñas/os","Psicológica","40","40 a 49 años","Femenino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2019-07-26 12:59:31","Ciudad Autónoma de Buenos Aires","02"
"417578","Familiar","Femenino","Otro familiar","Física","12","12 a 17 años","Femenino","1","1","Femenino","Madre","Está interviniendo o se deriva a otra institución","2019-07-26 15:38:14","Ciudad Autónoma de Buenos Aires","02"
"417591","Comisaría","Femenino","Otro no familiar","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-26 21:13:44","Ciudad Autónoma de Buenos Aires","02"
"417597","Comisaría","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-07-27 08:02:48","Ciudad Autónoma de Buenos Aires","02"
"417598","Víctima","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-07-27 12:00:43","Ciudad Autónoma de Buenos Aires","02"
"361347","Comisaría","Femenino","Madre","Física","30","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-07-27 12:33:54","Ciudad Autónoma de Buenos Aires","02"
"417604","Familiar","Femenino","No hay niñas/os","Psicológica","85","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-07-27 13:29:30","Ciudad Autónoma de Buenos Aires","02"
