"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"413154","Familiar de la víctima","Femenino","Madre","Física","28","18 a 29 años","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-06 14:19:47","Ciudad Autónoma de Buenos Aires","02"
"413153","Víctima","Femenino","Sin datos","Psicológica","41","40 a 49 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-03-06 12:52:56","Ciudad Autónoma de Buenos Aires","02"
"413151","Comisaría","Masculino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-06 11:51:09","Ciudad Autónoma de Buenos Aires","02"
"413150","Comisaría","Femenino","No hay niñas/os","Física","55","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-06 11:33:25","Ciudad Autónoma de Buenos Aires","02"
"413149","Otro sobre un caso que no es violencia familiar","Masculino","Sin datos","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-06 11:30:42","Ciudad Autónoma de Buenos Aires","02"
"413148","Familiar de la víctima","Femenino","Otro familiar","Psicológica","3","1 a 5 años","Femenino","1","2","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-06 10:49:06","Ciudad Autónoma de Buenos Aires","02"
"413137","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-06 10:34:18","Ciudad Autónoma de Buenos Aires","02"
"413147","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Herman@","No había móviles y/o Equipos para realizar la intervención","2019-03-06 10:21:46","Ciudad Autónoma de Buenos Aires","02"
"413146","Otro Particular","Masculino","Otro no familiar","Física","4","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-06 10:11:50","Ciudad Autónoma de Buenos Aires","02"
"413145","Comisaría","Femenino","Otro no familiar","Física","50","50 a 59 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-06 10:09:22","Ciudad Autónoma de Buenos Aires","02"
"413093","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-06 09:23:47","Ciudad Autónoma de Buenos Aires","02"
"413144","Comisaría","Femenino","No hay niñas/os","Psicológica","19","18 a 29 años","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-06 09:22:39","Ciudad Autónoma de Buenos Aires","02"
"413143","Comisaría","Femenino","No hay niñas/os","Física","31","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-06 07:36:11","Ciudad Autónoma de Buenos Aires","02"
"413142","Comisaría","Masculino","Otro no familiar","Física","46","40 a 49 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-06 04:35:10","Ciudad Autónoma de Buenos Aires","02"
"413139","Familiar de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-06 04:25:33","Ciudad Autónoma de Buenos Aires","02"
"413138","Familiar de la víctima","Femenino","No hay niñas/os","Física","80","Más de 60 años","Femenino","2","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-06 04:18:49","Ciudad Autónoma de Buenos Aires","02"
"413137","Hospital","Femenino","Otro no familiar","Física","32","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-06 03:37:26","Ciudad Autónoma de Buenos Aires","02"
"413136","Víctima","Femenino","Madre","Física","51","50 a 59 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-06 03:10:06","Ciudad Autónoma de Buenos Aires","02"
"413133","Vecina/o de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 22:45:59","Ciudad Autónoma de Buenos Aires","02"
"413132","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 22:34:31","Ciudad Autónoma de Buenos Aires","02"
"413131","Víctima","Masculino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Masculino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 22:32:52","Ciudad Autónoma de Buenos Aires","02"
"413128","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-05 19:33:54","Ciudad Autónoma de Buenos Aires","02"
"413127","Comisaría","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-03-05 19:23:58","Ciudad Autónoma de Buenos Aires","02"
"413126","Vecina/o de la víctima","Femenino","Otro no familiar","Física","6","6 a 11 años","Femenino","2","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-05 18:31:56","Ciudad Autónoma de Buenos Aires","02"
"413125","Familiar de la víctima","Femenino","Otro familiar","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 18:24:56","Ciudad Autónoma de Buenos Aires","02"
"413124","Otro sobre un caso que no es violencia familiar","Masculino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-05 18:22:17","Ciudad Autónoma de Buenos Aires","02"
"413123","Víctima","Femenino","Sin datos","Psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-03-05 18:11:41","Ciudad Autónoma de Buenos Aires","02"
"413122","Vecina/o de la víctima","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","3","1","Masculino","Otro no conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 17:48:39","Ciudad Autónoma de Buenos Aires","02"
"413120","Familiar de la víctima","Masculino","Padre","Física","6","6 a 11 años","Femenino","1","2","Masculino","Pareja de la madre/padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 17:36:30","Ciudad Autónoma de Buenos Aires","02"
"413118","Familiar de la víctima","Masculino","Otro familiar","Física","5","1 a 5 años","Femenino","1","1","Femenino","Abuel@","Llamante solicitó información y/o orientación","2019-03-05 17:25:05","Ciudad Autónoma de Buenos Aires","02"
"413119","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-05 17:11:28","Ciudad Autónoma de Buenos Aires","02"
"210437","Agresor/a","Masculino","Padre","Psicológica","4","1 a 5 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-03-05 17:02:51","Ciudad Autónoma de Buenos Aires","02"
"413116","Comisaría","Masculino","Otro no familiar","Física","20","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-05 16:07:31","Ciudad Autónoma de Buenos Aires","02"
"413115","Víctima","Femenino","No hay niñas/os","Física","63","Más de 60 años","Femenino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 14:34:53","Ciudad Autónoma de Buenos Aires","02"
"413114","Familiar de la víctima","Femenino","Madre","Física","24","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-05 12:33:41","Ciudad Autónoma de Buenos Aires","02"
"413113","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-05 12:22:59","Ciudad Autónoma de Buenos Aires","02"
"413107","Comisaría","Masculino","No hay niñas/os","Física","33","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-05 07:09:21","Ciudad Autónoma de Buenos Aires","02"
"290247","Otro sobre un caso que no es violencia familiar","Femenino","Otro familiar","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-05 01:21:48","Ciudad Autónoma de Buenos Aires","02"
"413106","Familiar de la víctima","Femenino","Otro familiar","Psicológica","3","1 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-05 00:37:10","Ciudad Autónoma de Buenos Aires","02"
"413105","Comisaría","Femenino","No hay niñas/os","Psicológica","73","Más de 60 años","Masculino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-05 00:24:29","Ciudad Autónoma de Buenos Aires","02"
"413104","Comisaría","Femenino","Otro no familiar","Física","25","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-03-04 23:17:27","Ciudad Autónoma de Buenos Aires","02"
"413103","Comisaría","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-04 19:42:12","Ciudad Autónoma de Buenos Aires","02"
"413102","Víctima","Masculino","Padre","Psicológica","39","30 a 39 años","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-04 19:11:14","Ciudad Autónoma de Buenos Aires","02"
"413101","Familiar de la víctima","Masculino","No hay niñas/os","Psicológica","68","Más de 60 años","Femenino","1","1","Femenino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-04 18:54:27","Ciudad Autónoma de Buenos Aires","02"
"413100","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-04 18:36:17","Ciudad Autónoma de Buenos Aires","02"
"413099","Víctima","Femenino","No hay niñas/os","Psicológica","55","50 a 59 años","Femenino","1","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2019-03-04 18:33:00","Ciudad Autónoma de Buenos Aires","02"
"413098","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Madre","Llamante solicitó información y/o orientación","2019-03-04 18:20:05","Ciudad Autónoma de Buenos Aires","02"
"413097","Familiar de la víctima","Femenino","Otro familiar","Física","17","12 a 17 años","Femenino","1","2","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-04 18:15:20","Ciudad Autónoma de Buenos Aires","02"
"344090","Víctima","Masculino","Padre","Física","Sin Datos","Sin Datos","Masculino","3","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-04 17:50:32","Ciudad Autónoma de Buenos Aires","02"
"413096","Comisaría","Masculino","No hay niñas/os","Física","47","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-04 17:33:30","Ciudad Autónoma de Buenos Aires","02"
"413095","Víctima","Femenino","No hay niñas/os","Física","69","Más de 60 años","Femenino","2","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-04 16:55:14","Ciudad Autónoma de Buenos Aires","02"
"413094","Comisaría","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-04 16:28:18","Ciudad Autónoma de Buenos Aires","02"
"413093","Comisaría","Masculino","Madre","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-04 16:11:58","Ciudad Autónoma de Buenos Aires","02"
"413008","Familiar de la víctima","Femenino","Otro familiar","Física","3","1 a 5 años","Masculino","2","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2019-03-04 15:23:25","Ciudad Autónoma de Buenos Aires","02"
"413092","Vecina/o de la víctima","Masculino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","NS/NC","1","2","NS/NC","Padre","Llamante solicitó información y/o orientación","2019-03-04 13:24:03","Ciudad Autónoma de Buenos Aires","02"
"413091","Familiar de la víctima","Femenino","Otro familiar","Física y sexual","7","6 a 11 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-04 12:52:58","Ciudad Autónoma de Buenos Aires","02"
"413090","Víctima","Femenino","Madre","Física","38","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-04 12:49:42","Ciudad Autónoma de Buenos Aires","02"
"413089","Comisaría","Femenino","Otro no familiar","Física","65","Más de 60 años","Masculino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-04 12:18:02","Ciudad Autónoma de Buenos Aires","02"
"413088","Familiar de la víctima","Masculino","Padre","Psicológica","4","1 a 5 años","Femenino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-04 11:50:01","Ciudad Autónoma de Buenos Aires","02"
"413087","Familiar de la víctima","Masculino","Padre","Psicológica","4","1 a 5 años","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-04 11:27:07","Ciudad Autónoma de Buenos Aires","02"
"413063","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-04 08:28:20","Ciudad Autónoma de Buenos Aires","02"
"413085","Comisaría","Masculino","Madre","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-04 07:45:02","Ciudad Autónoma de Buenos Aires","02"
"413084","Comisaría","Masculino","Madre","Física","30","30 a 39 años","Femenino","1","1","Femenino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2019-03-04 01:04:05","Ciudad Autónoma de Buenos Aires","02"
"413082","Víctima","Femenino","Madre","Psicológica","22","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-03 23:37:29","Ciudad Autónoma de Buenos Aires","02"
"413081","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Ns/Nc","No había móviles y/o Equipos para realizar la intervención","2019-03-03 23:07:16","Ciudad Autónoma de Buenos Aires","02"
"413080","Otro sobre un caso que no es violencia familiar","Masculino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-03 22:48:08","Ciudad Autónoma de Buenos Aires","02"
"413079","Comisaría","Femenino","Madre","Física","47","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-03 22:28:29","Ciudad Autónoma de Buenos Aires","02"
"413078","Comisaría","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","1","1","Masculino","Otro no conviviente","No había móviles y/o Equipos para realizar la intervención","2019-03-03 22:11:32","Ciudad Autónoma de Buenos Aires","02"
"413075","Comisaría","Masculino","No hay niñas/os","Física","23","18 a 29 años","Masculino","1","1","Femenino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-03 19:18:48","Ciudad Autónoma de Buenos Aires","02"
"413072","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-03 18:05:46","Ciudad Autónoma de Buenos Aires","02"
"410455","Familiar de la víctima","Masculino","Otro familiar","Física","25","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-03 15:42:14","Ciudad Autónoma de Buenos Aires","02"
"413071","Familiar de la víctima","Femenino","Madre","Psicológica","11","6 a 11 años","Masculino","1","1","Masculino","Padre","La víctima no aceptó la intervención de Equipos Móviles","2019-03-03 13:42:17","Ciudad Autónoma de Buenos Aires","02"
"413070","Familiar de la víctima","Femenino","Otro familiar","Física","28","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-03 13:34:15","Ciudad Autónoma de Buenos Aires","02"
"413069","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Masculino","3","2","Femenino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-03 12:57:24","Ciudad Autónoma de Buenos Aires","02"
"413068","Víctima","Femenino","Hermana/o","Psicológica","22","18 a 29 años","Femenino","3","1","Femenino","Madre","La víctima no aceptó la intervención de Equipos Móviles","2019-03-03 12:48:19","Ciudad Autónoma de Buenos Aires","02"
"413067","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-03 12:23:38","Ciudad Autónoma de Buenos Aires","02"
"413064","Comisaría","Femenino","Otro no familiar","Psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Está interviniendo o se deriva a otra institución","2019-03-03 12:10:56","Ciudad Autónoma de Buenos Aires","02"
"413063","Comisaría","Masculino","No hay niñas/os","Física","45","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Se planificó intervención para otro momento","2019-03-03 10:47:17","Ciudad Autónoma de Buenos Aires","02"
"17736","Víctima","Femenino","No hay niñas/os","Psicológica","85","Más de 60 años","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2019-03-03 10:46:23","Ciudad Autónoma de Buenos Aires","02"
"413062","Familiar de la víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-03-03 07:39:05","Ciudad Autónoma de Buenos Aires","02"
"373475","Comisaría","Femenino","No hay niñas/os","Física y sexual","57","50 a 59 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-03 02:56:39","Ciudad Autónoma de Buenos Aires","02"
"413060","Víctima","Femenino","No hay niñas/os","Física","46","40 a 49 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-03-03 02:52:33","Ciudad Autónoma de Buenos Aires","02"
"413059","Otro Particular","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-03 02:48:45","Ciudad Autónoma de Buenos Aires","02"
"413058","Comisaría","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-03 01:44:40","Ciudad Autónoma de Buenos Aires","02"
"411743","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-02 23:11:56","Ciudad Autónoma de Buenos Aires","02"
"413057","Comisaría","Masculino","Otro no familiar","Física","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-02 19:21:55","Ciudad Autónoma de Buenos Aires","02"
"413056","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","1","2","Masculino","Hij@","Llamante solicitó información y/o orientación","2019-03-02 19:01:01","Ciudad Autónoma de Buenos Aires","02"
"413055","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-02 18:48:01","Ciudad Autónoma de Buenos Aires","02"
"413055","Comisaría","Femenino","Madre","Física","20","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2019-03-02 18:11:00","Ciudad Autónoma de Buenos Aires","02"
"413054","Víctima","Femenino","Madre","Psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-02 18:10:24","Ciudad Autónoma de Buenos Aires","02"
"361648","Comisaría","Femenino","Otro no familiar","Física","24","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-02 17:36:30","Ciudad Autónoma de Buenos Aires","02"
"413053","Familiar de la víctima","Femenino","Madre","Psicológica","21","18 a 29 años","Masculino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-02 17:34:13","Ciudad Autónoma de Buenos Aires","02"
"413052","Víctima","Femenino","No hay niñas/os","Psicológica","75","Más de 60 años","Femenino","1","1","Femenino","Hij@","Llamante solicitó información y/o orientación","2019-03-02 17:28:11","Ciudad Autónoma de Buenos Aires","02"
"413048","Víctima","Femenino","Madre","Psicológica","39","30 a 39 años","Femenino","5","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-02 13:29:51","Ciudad Autónoma de Buenos Aires","02"
"413044","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","90","Más de 60 años","Femenino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-02 12:04:09","Ciudad Autónoma de Buenos Aires","02"
"413041","Víctima","Femenino","No hay niñas/os","Física","76","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-02 11:07:38","Ciudad Autónoma de Buenos Aires","02"
"413037","Comisaría","Femenino","Otro no familiar","Física","27","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-02 10:42:38","Ciudad Autónoma de Buenos Aires","02"
"413035","Comisaría","Femenino","Madre","Física","42","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-02 07:52:59","Ciudad Autónoma de Buenos Aires","02"
"413033","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2019-03-02 07:35:12","Ciudad Autónoma de Buenos Aires","02"
"413034","Familiar de la víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-02 07:35:02","Ciudad Autónoma de Buenos Aires","02"
"413032","Comisaría","Femenino","Madre","Física","22","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-02 07:28:44","Ciudad Autónoma de Buenos Aires","02"
"408697","Víctima","Femenino","Madre","Psicológica","34","30 a 39 años","Femenino","6","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2019-03-01 23:36:27","Ciudad Autónoma de Buenos Aires","02"
"413030","Otro sobre un caso que no es violencia familiar","Femenino","Padre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-01 22:18:09","Ciudad Autónoma de Buenos Aires","02"
"413029","Víctima","Femenino","Madre","Física","30","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-01 21:57:07","Ciudad Autónoma de Buenos Aires","02"
"22310","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-01 19:05:35","Ciudad Autónoma de Buenos Aires","02"
"413026","Otro sobre un caso que no es violencia familiar","Femenino","Madre","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-01 18:29:31","Ciudad Autónoma de Buenos Aires","02"
"413025","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","5","0","NS/NC","Ns/Nc","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-01 18:26:34","Ciudad Autónoma de Buenos Aires","02"
"413024","Comisaría","Femenino","Otro no familiar","Psicológica","2","1 a 5 años","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-01 16:33:15","Ciudad Autónoma de Buenos Aires","02"
"413023","Comisaría","Masculino","Otro no familiar","Psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2019-03-01 16:31:54","Ciudad Autónoma de Buenos Aires","02"
"413022","Familiar de la víctima","Masculino","No hay niñas/os","Económica y física","77","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-01 15:38:03","Ciudad Autónoma de Buenos Aires","02"
"411216","Otro sobre un caso que no es violencia familiar","Masculino","No hay niñas/os","Otras","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2019-03-01 15:23:38","Ciudad Autónoma de Buenos Aires","02"
"373159","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2019-03-01 12:35:24","Ciudad Autónoma de Buenos Aires","02"
"413013","Comisaría","Femenino","Otro no familiar","Física","38","30 a 39 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-01 12:12:17","Ciudad Autónoma de Buenos Aires","02"
"361674","Profesionales PVCV","NS/NC","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2019-03-01 11:58:12","Ciudad Autónoma de Buenos Aires","02"
"413012","Víctima","Masculino","Madre","Física","21","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2019-03-01 07:24:31","Ciudad Autónoma de Buenos Aires","02"
"413011","Comisaría","Masculino","Madre","Física","28","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2019-03-01 07:01:59","Ciudad Autónoma de Buenos Aires","02"
"413010","Vecina/o de la víctima","Femenino","Sin datos","Psicológica","5","1 a 5 años","Femenino","1","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2019-03-01 01:42:00","Ciudad Autónoma de Buenos Aires","02"
